Date,Net_Sales,Orders,Guests,holiday,is_gameday,is_pride_festival,is_arnold,Average Temp (°F),Average Humidity (%),Common Weather Description
2/26/2022,5992.04,118,302,,No,No,No,29.55,75.82,overcast clouds
3/1/2022,1253.6,41,76,,No,No,No,49.25,54.64,overcast clouds
3/2/2022,1905.87,50,85,,No,No,No,46.84,65.91,sky is clear
3/3/2022,2293.43,65,116,,No,No,Arnold Classic,35.59,62.64,overcast clouds
3/4/2022,4569.62,87,211,,No,No,Arnold Classic,35.58,54.27,sky is clear
3/5/2022,3697.59,86,198,,No,No,Arnold Classic,57.38,41.64,sky is clear
3/8/2022,2390.08,64,131,,No,No,No,37.25,65.45,overcast clouds
3/9/2022,2077.8,66,120,,No,No,No,39.43,74.91,light rain
3/10/2022,2307.82,67,131,,No,No,No,41.72,69.18,sky is clear
3/11/2022,2482.97,64,129,,No,No,No,44.84,69.18,broken clouds
3/12/2022,4991,108,222,,No,No,No,22.06,63.18,broken clouds
3/15/2022,1722.05,50,89,,No,No,No,53.21,56.36,overcast clouds
3/16/2022,2268.5,55,99,,No,No,No,57.7,54.55,sky is clear
3/17/2022,2209.78,48,93,,No,No,No,61.57,59.55,sky is clear
3/18/2022,3542.2,95,187,,No,No,No,61.24,64.09,overcast clouds
3/19/2022,4647.03,103,220,,No,No,No,51.74,84.91,light rain
3/22/2022,1846.32,47,100,,No,No,No,54.65,61.91,light rain
3/23/2022,2332.95,58,107,,No,No,No,61.63,81.82,light rain
3/24/2022,2318.55,61,109,,No,No,No,50,66.09,overcast clouds
3/25/2022,3533.58,89,173,,No,No,No,43.28,77.27,overcast clouds
3/26/2022,4772.42,98,213,,No,No,No,36,75,overcast clouds
3/29/2022,2115.3,56,96,,No,No,No,34.82,45.55,sky is clear
3/30/2022,1745.3,49,91,,No,No,No,61.73,43.55,sky is clear
3/31/2022,2431.5,59,120,,No,No,No,53.58,81.42,overcast clouds
4/1/2022,3341.15,89,173,,No,No,No,38.86,75.36,overcast clouds
4/2/2022,4644.95,102,230,,No,No,No,41.4,64.36,sky is clear
4/5/2022,1976.13,60,112,,No,No,No,48.22,87.09,sky is clear
4/6/2022,1981.99,52,101,,No,No,No,53.89,90,overcast clouds
4/7/2022,2066.59,50,102,,No,No,No,50.25,78.55,broken clouds
4/8/2022,3804.61,94,176,,No,No,No,44.28,73.36,light rain
4/9/2022,5421.65,117,291,,No,No,No,38.88,87.43,light rain
4/12/2022,1603.99,51,88,,No,No,No,60.64,78.18,overcast clouds
4/13/2022,1766.11,57,103,,No,No,No,67.01,76,sky is clear
4/14/2022,2660.21,67,139,,No,No,No,53.02,57.91,sky is clear
4/15/2022,3924.39,90,190,,No,No,No,61.02,35.55,sky is clear
4/16/2022,4349.52,92,227,,No,No,No,52.79,82.64,overcast clouds
4/19/2022,2022.81,49,98,,No,No,No,39.85,75.82,overcast clouds
4/20/2022,1973.91,57,107,,No,No,No,48.93,58.82,sky is clear
4/21/2022,2294.95,65,143,,No,No,No,57.64,85.27,overcast clouds
4/22/2022,3081.9,81,142,,No,No,No,61.98,67.55,sky is clear
4/23/2022,3371.05,73,146,,No,No,No,72.87,52.27,sky is clear
4/26/2022,2431.68,67,125,,No,No,No,47.24,67.73,overcast clouds
4/27/2022,2183.25,72,116,,No,No,No,46.56,57.73,sky is clear
4/28/2022,1897.22,48,80,,No,No,No,46.8,53.18,overcast clouds
4/29/2022,4317.71,100,218,,No,No,No,54.99,41.27,overcast clouds
4/30/2022,5793.73,112,260,,No,No,No,55.78,69.45,light rain
5/3/2022,2565.98,65,130,,No,No,No,61.54,86,light rain
5/4/2022,2436.29,72,121,,No,No,No,55.34,87.09,overcast clouds
5/5/2022,9107.84,169,353,Cinco de Mayo,No,No,No,58.56,80.82,overcast clouds
5/6/2022,3841.65,92,189,,No,No,No,60.37,94.09,light rain
5/7/2022,5311.75,110,261,,No,No,No,55.86,82.82,overcast clouds
5/10/2022,1887.1,60,118,,No,No,No,71.59,45.09,sky is clear
5/11/2022,1617.75,42,78,,No,No,No,73.61,41.91,sky is clear
5/12/2022,1564.1,45,75,,No,No,No,73.77,47.82,sky is clear
5/13/2022,3358.35,73,152,,No,No,No,75.35,62.18,sky is clear
5/14/2022,4059.78,96,199,,No,No,No,75.7,66.09,scattered clouds
5/17/2022,2008.73,51,95,,No,No,No,69.08,52,sky is clear
5/18/2022,1498.96,47,84,,No,No,No,64.43,67.18,light rain
5/19/2022,2142.26,59,107,,No,No,No,69.58,80.45,mist
5/20/2022,3451.68,76,164,,No,No,No,74.83,78,sky is clear
5/21/2022,4755.75,88,231,,No,No,No,78,70.58,broken clouds
5/24/2022,2042.34,59,106,,No,No,No,65.34,61.91,sky is clear
5/25/2022,1337.05,44,75,,No,No,No,71.6,75.45,broken clouds
5/26/2022,2757.96,63,131,,No,No,No,69.47,85.91,light rain
5/27/2022,3244.35,75,162,,No,No,No,64.2,91.45,heavy intensity rain
5/28/2022,1047,33,49,,No,No,No,65.26,84,light rain
5/31/2022,1740.13,41,75,,No,No,No,82.24,60.09,scattered clouds
6/1/2022,1849.52,46,87,,No,No,No,82.59,62.73,sky is clear
6/2/2022,2090.57,57,101,,No,No,No,69.87,83.18,overcast clouds
6/3/2022,2778.32,77,145,,No,No,No,71.58,51.64,sky is clear
6/4/2022,2926.01,70,151,,No,No,No,71.48,48,sky is clear
6/7/2022,1977.01,50,100,,No,No,No,72.53,82.55,overcast clouds
6/8/2022,2402.86,66,126,,No,No,No,73.6,68.09,sky is clear
6/9/2022,2381.37,63,131,,No,No,No,65.72,76.18,light rain
6/10/2022,2742.13,68,132,,No,No,No,70.46,57.36,sky is clear
6/11/2022,2504.89,65,116,,No,No,No,70.38,67.73,sky is clear
6/15/2022,2787.58,69,138,,No,No,No,87.95,67.82,sky is clear
6/16/2022,1811.43,56,100,,No,No,No,87.46,64.91,sky is clear
6/17/2022,3578,87,185,,No,Pride Festival,No,83.96,56.27,sky is clear
6/18/2022,2845.18,63,139,,No,Pride Festival,No,68.19,44.91,sky is clear
6/21/2022,2011.92,51,105,,No,No,No,81.1,57.36,sky is clear
6/22/2022,2498.27,70,122,,No,No,No,86.34,60.27,sky is clear
6/23/2022,1952.9,54,95,,No,No,No,78.4,52.82,sky is clear
6/24/2022,3010.75,74,137,,No,No,No,77.01,54.64,sky is clear
6/25/2022,2303.55,66,125,,No,No,No,79.46,54.18,sky is clear
6/28/2022,1946.73,61,108,,No,No,No,71.66,49.45,sky is clear
6/29/2022,1902.75,51,103,,No,No,No,75.46,49.09,sky is clear
6/30/2022,2817.43,64,153,,No,No,No,79.73,48.73,sky is clear
7/1/2022,4760.1,93,209,,No,No,No,85.36,62,scattered clouds
7/2/2022,2879.99,72,146,,No,No,No,79.4,64.64,sky is clear
7/5/2022,2385.72,60,121,,No,No,No,72.57,88.46,light rain
7/6/2022,2339.1,56,112,,No,No,No,74.32,90.69,light rain
7/7/2022,2025.2,49,87,,No,No,No,79.33,66.36,sky is clear
7/8/2022,4147.85,80,194,,No,No,No,71.77,88.09,light rain
7/9/2022,4685.56,94,223,,No,No,No,77.28,73.82,broken clouds
7/12/2022,2430.3,64,121,,No,No,No,81.32,66.45,scattered clouds
7/13/2022,2260.6,56,102,,No,No,No,77.47,63.73,sky is clear
7/14/2022,2435.59,60,128,,No,No,No,76.26,70.82,sky is clear
7/15/2022,3415.01,71,145,,No,No,No,76.72,55.73,sky is clear
7/16/2022,5048.65,90,214,,No,No,No,70.25,93.08,moderate rain
7/19/2022,2705.78,67,137,,No,No,No,79.89,77.09,scattered clouds
7/20/2022,2026.4,54,95,,No,No,No,83.2,74.82,scattered clouds
7/21/2022,2555.39,61,124,,No,No,No,81.46,69.27,scattered clouds
7/22/2022,3216.15,69,135,,No,No,No,82.74,67.91,sky is clear
7/23/2022,4128.15,82,198,,No,No,No,76.19,80.64,sky is clear
7/26/2022,1699.34,47,87,,No,No,No,72.55,77.91,overcast clouds
7/27/2022,2092.05,54,103,,No,No,No,75.22,89.45,light rain
7/28/2022,2652.71,62,121,,No,No,No,79.61,74,light rain
7/29/2022,3233.72,67,137,,No,No,No,75.76,70.18,overcast clouds
7/30/2022,2787.7,62,128,,No,No,No,74.32,62.73,sky is clear
8/2/2022,2192.95,53,99,,No,No,No,80.74,69,scattered clouds
8/3/2022,2150.95,54,101,,No,No,No,82.54,72,sky is clear
8/4/2022,2264.66,57,127,,No,No,No,81.6,75.91,sky is clear
8/5/2022,4140.64,76,175,,No,No,No,73.67,90.62,light rain
8/6/2022,2859.5,61,131,,No,No,No,77.08,88.27,light rain
8/9/2022,2728.21,64,128,,No,No,No,80.32,81.17,light rain
8/10/2022,2111.74,55,109,,No,No,No,74.44,85.91,overcast clouds
8/11/2022,1947.38,43,83,,No,No,No,75.36,72.55,light rain
8/12/2022,3236.55,81,150,,No,No,No,71.21,61.45,sky is clear
8/13/2022,4109.85,80,188,,No,No,No,70.8,62.64,sky is clear
8/16/2022,2157.05,46,93,,No,No,No,70.07,77.45,overcast clouds
8/17/2022,2376.2,56,107,,No,No,No,73.76,67.36,sky is clear
8/18/2022,2407.3,52,114,,No,No,No,73.7,68.27,sky is clear
8/19/2022,3179.1,76,158,,No,No,No,76.9,63.91,sky is clear
8/20/2022,4128.3,72,194,,No,No,No,77.53,74.55,scattered clouds
8/23/2022,2716.36,63,120,,No,No,No,74.72,72.18,sky is clear
8/24/2022,2571.5,64,115,,No,No,No,73.66,68.09,sky is clear
8/25/2022,1888.1,46,79,,No,No,No,75.89,67.64,sky is clear
8/26/2022,2420.7,62,120,,No,No,No,77.11,74.27,scattered clouds
8/27/2022,3921.8,74,154,,No,No,No,75.21,73.91,scattered clouds
8/30/2022,1704.55,45,86,,No,No,No,74.54,78.45,moderate rain
8/31/2022,1691.5,43,79,,No,No,No,73.03,62.55,sky is clear
9/1/2022,2475.44,53,114,,No,No,No,74.8,70.91,sky is clear
9/2/2022,3928.91,66,167,,No,No,No,77.42,70.82,sky is clear
9/3/2022,2469.08,64,127,,Ohio State Football Gameday,No,No,71.19,92.64,light rain
9/6/2022,2049.25,41,77,,No,No,No,72.73,82.18,broken clouds
9/7/2022,1973.55,59,108,,No,No,No,72.39,66.18,sky is clear
9/8/2022,1390.74,37,73,,No,No,No,71.5,72,scattered clouds
9/9/2022,3126.22,73,149,,No,No,No,74.98,72.36,sky is clear
9/10/2022,2596.25,53,113,,Ohio State Football Gameday,No,No,72.56,76.45,sky is clear
9/13/2022,2161.4,51,94,,No,No,No,62.76,71.73,overcast clouds
9/14/2022,2054.52,57,106,,No,No,No,69.11,76.64,broken clouds
9/15/2022,1891.9,45,104,,No,No,No,70.47,75.09,sky is clear
9/16/2022,3149.19,63,132,,No,No,No,72.23,74.73,sky is clear
9/17/2022,3078.6,55,128,,Ohio State Football Gameday,No,No,73.52,73.45,sky is clear
9/18/2022,1327,25,70,,No,No,No,74.9,67.09,scattered clouds
9/20/2022,1994.5,51,90,,No,No,No,73.75,67.55,sky is clear
9/21/2022,2415.25,49,106,,No,No,No,78.22,74,sky is clear
9/22/2022,1406.54,46,70,,No,No,No,64.51,57.73,broken clouds
9/23/2022,3530.95,79,153,,No,No,No,57.63,60.64,sky is clear
9/24/2022,3004.55,62,145,,Ohio State Football Gameday,No,No,63.15,67.82,overcast clouds
9/27/2022,2516.63,55,127,,No,No,No,55.6,67.73,overcast clouds
9/28/2022,2019.75,56,109,,No,No,No,54.37,75.73,overcast clouds
9/29/2022,1895.66,52,97,,No,No,No,56.43,74.27,overcast clouds
9/30/2022,3606.4,79,167,,No,No,No,56.53,67.45,sky is clear
10/1/2022,3244.55,62,133,,Ohio State Football Gameday,No,No,58.39,63.09,sky is clear
10/4/2022,2802.65,63,129,,No,No,No,55.62,68.36,sky is clear
10/5/2022,1682.51,46,82,,No,No,No,61.52,54.45,sky is clear
10/6/2022,1227.15,35,66,,No,No,No,61.08,61.55,sky is clear
10/7/2022,2987.3,67,147,,No,No,No,54.97,68.55,overcast clouds
10/8/2022,4175.75,78,175,,Ohio State Football Gameday,No,No,47.62,64.91,sky is clear
10/11/2022,2319.05,43,95,,No,No,No,62.22,55,sky is clear
10/12/2022,1795.4,45,85,,No,No,No,65.24,67.18,overcast clouds
10/13/2022,1686.9,42,88,,No,No,No,55.36,59.09,scattered clouds
10/14/2022,3295.5,79,157,,No,No,No,54.06,52.55,sky is clear
10/15/2022,3705.27,74,156,,No,No,No,54.36,50.27,sky is clear
10/18/2022,1747.31,48,87,,No,No,No,41.92,70.18,light rain
10/19/2022,2480.45,56,105,,No,No,No,42.32,82.82,light rain
10/20/2022,1518.05,34,75,,No,No,No,44.09,45.27,sky is clear
10/21/2022,3716.3,87,171,,No,No,No,56.51,41.09,sky is clear
